occurrence_id,latitude,longitude,state,label,b2_blue,b3_green,b4_red,b8_nir,b11_swir1,b12_swir2,ferrous_iron_index,swir_alteration_index,clay_carbonate_index,ndvi,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,tri_roughness,dist_to_fault_km,dist_to_lineament_km,lithology,spatial_block_id,spatial_split,lst,soil_moisture,rainfall
MN_OCC_0096,21.84947,80.13367,Madhya Pradesh / Maharashtra,1,0.0559,0.0965,0.2184,0.2373,0.4009,0.1799,3.9066,2.2287,1.6895,0.04147456336501346,242.36,6.24,311.17,-0.7528,0.6583,29.75,2.05,6.21,Gondwana Supergroup Metasediment,21_80,validation,37.86,0.1911,1591.1
MN_OCC_0097,21.68278,79.75035,Madhya Pradesh / Maharashtra,1,0.0747,0.1266,0.1971,0.2983,0.377,0.2314,2.6368,1.6291,1.2639,0.2042789578543443,403.58,16.05,286.75,-0.9576,0.2883,9.95,0.43,2.08,Precambrian Granitic Gneiss,21_79,train,34.33,0.1414,1573.0
MN_OCC_0098,22.5494,85.81019,Other State,1,0.048,0.1095,0.1264,0.2615,0.2884,0.2537,2.6326,1.1369,1.103,0.3482847427565281,374.03,10.27,4.18,0.0729,0.9973,3.08,0.24,0.9,Precambrian Granitic Gneiss,22_85,train,33.63,0.1875,1852.6
MN_OCC_0100,15.22509,74.16715,Other State,1,0.064,0.0975,0.1895,0.3004,0.3804,0.1552,2.9608,2.4516,1.2661,0.22637226704987334,263.96,12.26,87.14,0.9988,0.05,37.42,3.88,1.48,Gondwana Supergroup Metasediment,15_74,train,35.07,0.1774,1144.9
MN_OCC_0101,21.99529,80.13367,Madhya Pradesh / Maharashtra,1,0.0531,0.1111,0.1288,0.2291,0.246,0.1602,2.4272,1.5353,1.0737,0.28024509571082507,377.29,7.49,204.31,-0.4117,-0.9113,15.95,3.74,2.9,Gondwana Supergroup Metasediment,21_80,validation,34.77,0.1786,1696.4
MN_OCC_0102,21.4595,79.41036,Madhya Pradesh / Maharashtra,1,0.0467,0.0863,0.1836,0.2789,0.2457,0.2717,3.9324,0.9042,0.8809,0.20605360853273824,387.16,9.27,255.26,-0.9671,-0.2544,21.35,5.18,0.75,Lateritic Duricrust,21_79,train,34.25,0.1867,1580.3
MN_OCC_0103,21.84947,80.24201,Madhya Pradesh / Maharashtra,1,0.0432,0.1337,0.1748,0.2944,0.3214,0.2337,4.0448,1.3755,1.0917,0.2549014175161604,461.77,21.18,29.39,0.4907,0.8713,19.78,0.2,0.51,Gondwana Supergroup Metasediment,21_80,validation,33.57,0.1289,1653.9
MN_OCC_0106,21.32952,79.36036,Madhya Pradesh / Maharashtra,1,0.0749,0.0932,0.2176,0.2272,0.2728,0.2527,2.9061,1.0796,1.2008,0.021582685290725576,377.08,23.21,199.93,-0.3409,-0.9401,10.73,17.95,6.63,Dharwar Schist,21_79,train,36.76,0.0753,1601.1
MN_OCC_0107,22.02944,85.4102,Odisha,1,0.048,0.1208,0.1272,0.1843,0.2864,0.2101,2.6514,1.3628,1.554,0.18330599259713448,470.4,14.5,267.37,-0.999,-0.0458,23.38,1.77,0.76,Precambrian Granitic Gneiss,22_85,train,33.48,0.1458,1884.4
MN_OCC_0108,22.01612,80.36701,Madhya Pradesh / Maharashtra,1,0.0795,0.0824,0.2067,0.261,0.319,0.2443,2.5998,1.3057,1.222,0.11609981590802675,509.44,12.31,324.25,-0.5842,0.8116,5.14,2.87,4.38,Gondwana Supergroup Metasediment,22_80,train,35.48,0.1348,1648.5
MN_OCC_0109,34.26522,73.31725,Other State,1,0.0649,0.1179,0.1933,0.1984,0.3688,0.2682,2.9777,1.3754,1.8589,0.013020135256228587,311.27,9.75,349.7,-0.1788,0.9839,12.83,0.64,3.47,Precambrian Granitic Gneiss,34_73,train,38.25,0.1266,1509.7
MN_OCC_0110,21.40951,79.40036,Madhya Pradesh / Maharashtra,1,0.0499,0.1322,0.1645,0.2521,0.3047,0.2271,3.2978,1.3416,1.2086,0.21027313904671374,336.51,6.9,348.99,-0.191,0.9816,24.66,1.26,2.67,Gondwana Supergroup Metasediment,21_79,train,35.04,0.2023,1540.8
MN_OCC_0111,21.94946,80.31701,Madhya Pradesh / Maharashtra,1,0.0788,0.1072,0.1436,0.1903,0.2706,0.2176,1.8225,1.2435,1.4218,0.13986181532849556,230.51,17.48,155.12,0.4207,-0.9072,14.25,0.92,1.73,Dharwar Schist,21_80,validation,36.3,0.1162,1557.3
MN_OCC_0112,20.80957,76.60043,Other State,1,0.0467,0.0901,0.1237,0.2831,0.3595,0.2117,2.6491,1.6981,1.2698,0.3918377781765532,425.83,14.65,210.73,-0.511,-0.8596,15.77,0.38,0.57,Gondwana Supergroup Metasediment,20_76,train,31.21,0.1867,1470.0
MN_OCC_0113,21.89946,80.30034,Madhya Pradesh / Maharashtra,1,0.0612,0.1362,0.1239,0.1971,0.3214,0.2714,2.0235,1.1842,1.6307,0.22803667278295084,425.57,12.89,14.97,0.2582,0.9661,2.21,0.51,7.77,Sausar Group Metamorphic,21_80,validation,34.02,0.1326,1627.8
MN_OCC_0114,15.16676,74.25048,Karnataka,1,0.0402,0.1371,0.1839,0.3015,0.3219,0.217,4.5751,1.483,1.0675,0.2422739137331814,630.6,11.8,50.27,0.7691,0.6391,10.69,3.58,6.31,Gondwana Supergroup Metasediment,15_74,train,32.5,0.156,1323.3
MN_OCC_0115,21.98279,80.13367,Madhya Pradesh / Maharashtra,1,0.0669,0.1066,0.2068,0.2048,0.3647,0.259,3.0912,1.4082,1.7806,-0.004859074686407472,457.31,13.25,178.98,0.0178,-0.9998,21.12,3.08,3.66,Precambrian Granitic Gneiss,21_80,validation,36.34,0.1193,1627.1
MN_OCC_0116,21.71615,80.08367,Madhya Pradesh / Maharashtra,1,0.0412,0.1359,0.189,0.2747,0.2788,0.2357,4.5844,1.1832,1.015,0.18481737153898742,576.01,6.77,38.37,0.6208,0.784,26.24,4.88,1.51,Dharwar Schist,21_80,validation,33.91,0.1946,1668.2
MN_OCC_0117,21.34951,79.26036,Madhya Pradesh / Maharashtra,1,0.0751,0.1042,0.1527,0.2735,0.3854,0.2491,2.0322,1.5472,1.4094,0.28343434201233697,349.71,11.01,294.42,-0.9105,0.4134,29.21,0.41,1.42,Gondwana Supergroup Metasediment,21_79,train,34.41,0.1792,1451.2
MN_OCC_0118,21.91613,80.417,Madhya Pradesh / Maharashtra,1,0.053,0.102,0.1596,0.2774,0.3099,0.2083,3.0125,1.4877,1.1174,0.26956460053867154,303.32,5.88,81.82,0.9898,0.1423,19.56,3.53,1.74,Precambrian Granitic Gneiss,21_80,validation,36.04,0.2113,1629.5
MN_OCC_0119,21.63281,85.66686,Odisha,1,0.0552,0.1318,0.1719,0.2471,0.2446,0.1944,3.1147,1.2585,0.99,0.17947451199400477,295.99,5.55,208.86,-0.4827,-0.8758,5.04,2.44,1.69,Dharwar Schist,21_85,test,35.78,0.1854,1831.9
MN_OCC_0122,21.94946,80.25034,Madhya Pradesh / Maharashtra,1,0.0725,0.1231,0.2156,0.1826,0.2752,0.151,2.9723,1.823,1.5077,-0.08287272005846295,471.07,13.91,87.65,0.9992,0.0409,16.69,0.34,1.2,Gondwana Supergroup Metasediment,21_80,validation,38.04,0.096,1685.0
MN_OCC_0124,21.85503,79.94202,Madhya Pradesh / Maharashtra,1,0.0514,0.0984,0.2003,0.2555,0.296,0.2293,3.8972,1.2908,1.1587,0.12110548243641414,446.37,7.55,148.88,0.5169,-0.8561,25.73,0.42,0.36,Dharwar Schist,21_79,train,35.46,0.1941,1485.4
MN_OCC_0125,15.21009,74.50047,Karnataka,1,0.0473,0.1115,0.1909,0.195,0.3421,0.1834,4.0396,1.8659,1.7548,0.010624486591120573,377.64,15.26,290.16,-0.9387,0.3446,13.57,3.21,5.44,Dharwar Schist,15_74,train,35.42,0.0909,1307.9
MN_OCC_0126,21.96613,80.48366,Madhya Pradesh / Maharashtra,1,0.0728,0.1331,0.1428,0.2097,0.35,0.2034,1.9625,1.7203,1.669,0.1897866956405797,387.64,6.28,280.99,-0.9817,0.1906,12.66,1.03,3.11,Precambrian Granitic Gneiss,21_80,validation,35.0,0.1538,1615.5
MN_OCC_0127,34.36521,73.50058,Other State,1,0.0667,0.0857,0.1824,0.2432,0.3456,0.1718,2.7343,2.0111,1.4207,0.1428568071973515,456.05,14.57,78.03,0.9782,0.2075,28.0,2.53,0.48,Precambrian Granitic Gneiss,34_73,train,35.74,0.1218,1629.3
MN_OCC_0128,21.63278,85.66689,Odisha,1,0.0638,0.1098,0.2188,0.1991,0.3651,0.2026,3.4302,1.8025,1.8339,-0.04714035142294466,574.81,20.89,249.28,-0.9353,-0.3539,13.77,15.17,0.25,Gondwana Supergroup Metasediment,21_85,test,38.8,0.0927,1867.1
MN_OCC_0129,18.36648,83.45025,Odisha,1,0.069,0.1147,0.1474,0.1911,0.2554,0.2662,2.1373,0.9593,1.3364,0.12909858464229054,310.2,7.43,81.6,0.9893,0.1461,13.51,2.34,0.13,Lateritic Duricrust,18_83,validation,35.88,0.1657,1683.7
MN_OCC_0130,21.99947,80.35034,Madhya Pradesh / Maharashtra,1,0.0493,0.1124,0.208,0.2711,0.3359,0.1922,4.215,1.7482,1.239,0.131705005833843,356.3,18.64,357.89,-0.0368,0.9993,8.52,3.47,1.47,Dharwar Schist,21_80,validation,36.14,0.1114,1558.1
MN_OCC_0131,21.86614,80.26701,Madhya Pradesh / Maharashtra,1,0.0586,0.0836,0.1762,0.3141,0.2716,0.2397,3.0069,1.1329,0.8646,0.2812558000085662,400.32,5.43,34.8,0.5708,0.8211,30.87,1.37,1.97,Dharwar Schist,21_80,validation,33.83,0.2179,1586.4
MN_OCC_0132,22.94939,74.51716,Other State,1,0.0771,0.0941,0.1599,0.2013,0.4186,0.2705,2.0747,1.5476,2.0793,0.11461762287479832,343.19,18.57,187.54,-0.1313,-0.9913,19.33,3.13,0.17,Dharwar Schist,22_74,validation,35.28,0.1027,1443.5
MN_OCC_0133,21.74948,80.16701,Madhya Pradesh / Maharashtra,1,0.0451,0.1296,0.1982,0.2792,0.2465,0.1894,4.3938,1.3015,0.8828,0.1696686852352635,285.68,5.84,31.55,0.5233,0.8522,18.9,1.17,0.91,Precambrian Granitic Gneiss,21_80,validation,36.73,0.2125,1558.9
MN_OCC_0134,15.0501,74.58487,Karnataka,1,0.064,0.1109,0.2119,0.2496,0.4186,0.2607,3.3103,1.6057,1.6772,0.08168996383539794,464.97,12.91,137.02,0.6817,-0.7316,17.41,6.73,3.65,Lateritic Duricrust,15_74,train,36.21,0.1321,1254.8
MN_OCC_0135,22.39944,73.65051,Other State,1,0.0716,0.0983,0.1281,0.2364,0.2712,0.2403,1.7889,1.1285,1.1473,0.2971185264237959,383.38,12.45,230.75,-0.7744,-0.6327,16.4,6.34,4.61,Precambrian Granitic Gneiss,22_73,train,34.41,0.1798,1360.6
MN_OCC_0136,21.98279,80.43366,Madhya Pradesh / Maharashtra,1,0.0643,0.1259,0.1375,0.2504,0.3118,0.169,2.1398,1.8444,1.2452,0.29105364513110304,403.71,9.45,9.29,0.1615,0.9869,16.7,0.46,5.94,Precambrian Granitic Gneiss,21_80,validation,33.0,0.1985,1647.8
MN_OCC_0137,15.13343,74.16715,Other State,1,0.0786,0.1059,0.1512,0.2509,0.3191,0.1637,1.9226,1.9489,1.2721,0.247947654942415,234.84,15.5,223.05,-0.6827,-0.7307,10.47,0.2,2.73,Precambrian Granitic Gneiss,15_74,train,36.01,0.158,1154.2
MN_OCC_0138,21.32952,79.41036,Madhya Pradesh / Maharashtra,1,0.0423,0.1397,0.1258,0.2773,0.4171,0.1811,2.9715,2.303,1.504,0.3758363288605089,430.06,9.43,249.18,-0.9347,-0.3555,15.78,0.21,1.28,Sausar Group Metamorphic,21_79,train,31.41,0.2088,1592.0
MN_BG_0001,15.65067,74.7503,Karnataka,0,0.1068,0.1477,0.1935,0.243,0.2243,0.16,1.8121,1.4014,0.923,0.11340180205772722,325.33,2.41,20.31,0.3471,0.9378,9.43,2.0,35.0,Alluvial Quaternary Plains,15_74,train,36.49,0.1541,1323.8
MN_BG_0002,18.79515,83.01272,Andhra Pradesh,0,0.0614,0.142,0.188,0.2307,0.2963,0.1479,3.0624,2.0031,1.2843,0.10198208267952547,300.62,5.87,137.69,0.6732,-0.7395,5.43,49.06,5.03,Alluvial Quaternary Plains,18_83,validation,38.18,0.1544,1639.1
MN_BG_0003,15.33683,75.5515,Karnataka,0,0.0608,0.1754,0.2076,0.3086,0.1622,0.1477,3.4146,1.0983,0.5256,0.19566021762840438,360.13,1.9,219.6,-0.6374,-0.7705,7.03,5.95,1.61,Schist Gneiss Complex,15_75,test,34.04,0.2117,1266.6
MN_BG_0004,18.24031,84.74525,Andhra Pradesh,0,0.1065,0.1752,0.2474,0.3575,0.2891,0.1306,2.3226,2.213,0.8085,0.182013255061572,323.8,2.17,97.69,0.991,-0.1337,2.17,21.17,3.53,Schist Gneiss Complex,18_84,train,34.86,0.1948,1764.0
MN_BG_0005,18.7055,83.25366,Andhra Pradesh,0,0.1081,0.106,0.2584,0.3976,0.1878,0.1207,2.3899,1.5566,0.4724,0.21219479848353887,342.39,7.86,262.44,-0.9913,-0.1315,5.14,23.86,7.81,Deccan Basalt Trap,18_83,validation,34.95,0.1882,1715.1
MN_BG_0006,18.46695,83.83722,Odisha,0,0.0795,0.1584,0.2165,0.4241,0.2261,0.1344,2.7229,1.683,0.5332,0.3240706773795233,262.17,8.12,202.06,-0.3756,-0.9268,11.68,17.69,5.45,Alluvial Quaternary Plains,18_83,validation,33.56,0.1869,1712.2
MN_BG_0007,14.65436,74.27626,Karnataka,0,0.0665,0.1025,0.2164,0.2923,0.2312,0.2289,3.2549,1.01,0.791,0.14920355965488566,241.9,0.71,272.0,-0.9994,0.0349,5.27,31.86,13.21,Alluvial Quaternary Plains,14_74,train,34.77,0.1608,1173.9
MN_BG_0008,21.86013,85.95579,Odisha,0,0.0712,0.1714,0.2047,0.4057,0.2855,0.1582,2.8755,1.8048,0.7036,0.3292917278969071,244.84,4.43,153.76,0.4422,-0.8969,7.03,20.45,15.77,Sandstone Sedimentary,21_85,test,34.19,0.2021,1764.5
MN_BG_0009,21.10823,83.65847,Odisha,0,0.0746,0.1135,0.1663,0.3484,0.2165,0.1278,2.2271,1.6945,0.6216,0.3537976417376302,213.86,2.73,250.67,-0.9436,-0.331,5.47,50.0,2.48,Deccan Basalt Trap,21_83,train,33.13,0.2146,1760.2
MN_BG_0010,21.45766,78.57602,Madhya Pradesh / Maharashtra,0,0.0807,0.1507,0.2217,0.3421,0.2227,0.1863,2.7468,1.195,0.6509,0.21355052580609113,331.17,2.91,133.08,0.7305,-0.683,9.17,3.33,13.0,Alluvial Quaternary Plains,21_78,train,35.41,0.2024,1454.4
MN_BG_0011,19.27845,83.71788,Andhra Pradesh,0,0.109,0.1639,0.1581,0.3369,0.2574,0.223,1.4505,1.1543,0.7641,0.3612113914921384,191.29,3.15,256.01,-0.9704,-0.2417,6.36,2.0,22.58,Schist Gneiss Complex,19_83,train,33.2,0.1894,1658.4
MN_BG_0012,18.67308,84.50788,Andhra Pradesh,0,0.1005,0.1588,0.1651,0.3445,0.2574,0.1474,1.642,1.746,0.7471,0.3520401255099578,388.69,0.2,358.65,-0.0235,0.9997,8.98,40.37,6.54,Schist Gneiss Complex,18_84,train,34.18,0.2487,1703.4
MN_BG_0013,14.00951,75.03661,Karnataka,0,0.102,0.1677,0.2428,0.313,0.2843,0.2221,2.3795,1.2799,0.9082,0.126304198804968,366.86,10.57,134.02,0.7191,-0.6949,4.56,7.98,4.76,Alluvial Quaternary Plains,14_75,train,34.95,0.133,1207.4
MN_BG_0014,18.93889,82.57772,Odisha,0,0.0896,0.1143,0.184,0.3912,0.2609,0.157,2.0525,1.6623,0.6671,0.36022190503841267,191.55,7.1,229.08,-0.7556,-0.655,20.74,3.46,7.13,Deccan Basalt Trap,18_82,train,33.68,0.2087,1601.6
MN_BG_0015,20.24432,86.39622,Odisha,0,0.0861,0.128,0.2174,0.3739,0.281,0.1476,2.5262,1.9034,0.7516,0.26467061614981197,540.55,5.11,276.68,-0.9932,0.1163,1.37,25.8,11.02,Alluvial Quaternary Plains,20_86,train,33.87,0.1665,1921.4
MN_BG_0016,18.42998,83.99498,Andhra Pradesh,0,0.0943,0.1784,0.149,0.2903,0.1867,0.1522,1.5799,1.2267,0.6432,0.3216473443037917,268.12,0.2,142.09,0.6144,-0.789,7.43,22.31,21.28,Deccan Basalt Trap,18_83,validation,32.97,0.1927,1686.2
MN_BG_0017,18.27159,84.20806,Andhra Pradesh,0,0.0815,0.1203,0.1754,0.2942,0.2788,0.1364,2.1521,2.0442,0.9477,0.2529807219320232,330.48,10.54,106.74,0.9576,-0.2881,2.29,11.35,1.5,Sandstone Sedimentary,18_84,train,34.61,0.1734,1768.1
MN_BG_0018,20.83716,83.33538,Odisha,0,0.0643,0.1317,0.1461,0.4239,0.1639,0.1895,2.2735,0.8649,0.3865,0.4873675660218139,244.06,10.87,118.13,0.8818,-0.4716,5.8,2.02,32.07,Deccan Basalt Trap,20_83,test,33.24,0.2161,1697.7
MN_BG_0019,22.17665,79.07558,Madhya Pradesh / Maharashtra,0,0.0623,0.1243,0.2044,0.2951,0.2759,0.1526,3.2801,1.8082,0.9348,0.1815812180556195,285.71,6.76,303.13,-0.8374,0.5465,7.0,14.43,1.5,Schist Gneiss Complex,22_79,train,34.41,0.1439,1515.9
MN_BG_0020,22.27205,85.57276,Odisha,0,0.0625,0.1319,0.192,0.3911,0.1951,0.1421,3.0741,1.3729,0.4989,0.341450280483141,173.79,4.79,247.86,-0.9263,-0.3769,5.33,2.0,19.74,Sandstone Sedimentary,22_85,train,34.54,0.1843,1825.4
MN_BG_0021,21.18366,78.71591,Madhya Pradesh / Maharashtra,0,0.071,0.1748,0.2166,0.3388,0.252,0.1723,3.0518,1.4627,0.7437,0.22002120990059434,183.48,5.89,43.26,0.6853,0.7283,5.78,2.0,2.98,Deccan Basalt Trap,21_78,train,35.96,0.1685,1508.6
MN_BG_0022,18.22793,83.03089,Andhra Pradesh,0,0.1058,0.1646,0.1816,0.3269,0.251,0.1258,1.716,1.9955,0.7678,0.28574181761687784,266.29,5.21,194.18,-0.2449,-0.9695,11.52,13.82,7.65,Schist Gneiss Complex,18_83,validation,35.01,0.2212,1563.9
MN_BG_0023,16.04948,76.8016,Karnataka,0,0.0982,0.1641,0.2213,0.3519,0.178,0.2173,2.2535,0.8189,0.5058,0.22784328708428633,330.17,8.61,295.35,-0.9037,0.4282,3.92,3.84,1.93,Deccan Basalt Trap,16_76,train,33.65,0.16,1344.5
MN_BG_0024,20.86234,79.92198,Madhya Pradesh / Maharashtra,0,0.0802,0.1525,0.1862,0.3768,0.2077,0.1513,2.3225,1.3728,0.5512,0.33854291555432403,343.22,11.05,125.4,0.8151,-0.5793,8.34,33.11,1.5,Alluvial Quaternary Plains,20_79,validation,32.38,0.1616,1590.4
MN_BG_0025,22.26384,84.85628,Odisha,0,0.0854,0.1455,0.2091,0.3883,0.1779,0.15,2.4483,1.1858,0.4581,0.2999660194743564,383.93,5.89,202.27,-0.379,-0.9254,11.56,16.16,2.18,Deccan Basalt Trap,22_84,train,34.15,0.1933,1809.8
MN_BG_0026,20.44418,84.63521,Odisha,0,0.0834,0.1238,0.152,0.2323,0.2942,0.2217,1.823,1.3272,1.2664,0.20895079638096184,190.0,6.38,243.64,-0.896,-0.4441,8.0,7.91,5.43,Schist Gneiss Complex,20_84,test,36.06,0.1675,1770.9
MN_BG_0027,18.58516,85.0905,Odisha,0,0.0932,0.117,0.2535,0.3997,0.1759,0.2317,2.7197,0.7591,0.44,0.2238208453446948,453.23,6.41,348.71,-0.1957,0.9807,12.06,24.2,14.59,Deccan Basalt Trap,18_85,train,34.32,0.1384,1777.7
MN_BG_0028,19.13482,84.2056,Odisha,0,0.1135,0.1117,0.2016,0.2736,0.2414,0.2236,1.776,1.0796,0.8821,0.1515148326708067,334.65,4.25,326.77,-0.548,0.8365,10.33,10.75,3.45,Schist Gneiss Complex,19_84,test,35.94,0.168,1719.7
MN_BG_0029,14.8005,75.33396,Karnataka,0,0.1023,0.1199,0.1796,0.3199,0.1955,0.1686,1.7558,1.1595,0.6111,0.2808803185579208,433.11,6.61,276.19,-0.9942,0.1078,10.72,13.71,2.17,Alluvial Quaternary Plains,14_75,train,32.84,0.1859,1254.8
MN_BG_0030,14.78983,74.44867,Karnataka,0,0.0917,0.1349,0.2363,0.4449,0.2378,0.1587,2.5763,1.4985,0.5346,0.30622386050519596,355.99,4.7,250.35,-0.9418,-0.3363,9.64,2.0,1.5,Alluvial Quaternary Plains,14_74,train,33.69,0.211,1196.3
MN_BG_0031,21.27119,80.79041,Madhya Pradesh / Maharashtra,0,0.1018,0.1307,0.2285,0.4305,0.2942,0.1269,2.2438,2.3177,0.6834,0.30652457280034473,211.2,4.5,120.84,0.8586,-0.5126,10.35,5.9,2.08,Schist Gneiss Complex,21_80,validation,34.8,0.2298,1510.6
MN_BG_0032,15.38504,75.80829,Karnataka,0,0.0786,0.1651,0.2222,0.2574,0.2875,0.2187,2.8275,1.3147,1.117,0.07339434238043709,196.32,1.24,335.78,-0.4102,0.912,15.83,24.12,1.5,Sandstone Sedimentary,15_75,test,36.63,0.1845,1148.0
MN_BG_0033,18.4894,84.459,Andhra Pradesh,0,0.1192,0.112,0.2113,0.3076,0.2958,0.2211,1.7721,1.3381,0.9616,0.18558453346592127,279.69,8.91,149.34,0.51,-0.8602,8.07,24.01,13.41,Sandstone Sedimentary,18_84,train,37.02,0.1537,1765.1
MN_BG_0034,22.38587,84.88836,Odisha,0,0.1061,0.1756,0.242,0.2769,0.2231,0.1355,2.2796,1.6463,0.8056,0.06725753081994444,285.01,5.56,82.31,0.991,0.1338,10.56,13.37,7.7,Schist Gneiss Complex,22_84,train,37.46,0.1293,1754.3
MN_BG_0035,13.80661,76.21472,Karnataka,0,0.0912,0.1618,0.2024,0.416,0.2373,0.1873,2.219,1.2667,0.5703,0.3454069446847596,267.59,8.11,48.25,0.746,0.6659,14.46,2.87,1.5,Schist Gneiss Complex,13_76,train,32.53,0.2407,1179.8
MN_BG_0036,21.36094,79.85681,Madhya Pradesh / Maharashtra,0,0.0835,0.135,0.2485,0.3001,0.232,0.214,2.9748,1.0837,0.7729,0.0940574297166793,369.0,10.09,310.45,-0.761,0.6488,2.98,35.83,1.5,Schist Gneiss Complex,21_79,train,36.78,0.1292,1478.0
MN_BG_0037,20.26689,83.61045,Odisha,0,0.0875,0.1784,0.1991,0.2956,0.2487,0.1488,2.2743,1.671,0.8412,0.19506732349439354,322.99,2.38,65.48,0.9098,0.4151,11.49,7.71,8.81,Deccan Basalt Trap,20_83,test,34.47,0.1863,1677.1
MN_BG_0038,19.00761,82.67574,Odisha,0,0.0701,0.1223,0.1612,0.2404,0.1769,0.1753,2.2989,1.0091,0.7358,0.1972106643160749,263.84,3.54,181.23,-0.0215,-0.9998,3.71,14.07,1.5,Alluvial Quaternary Plains,19_82,train,36.13,0.1743,1558.4
MN_BG_0039,21.05116,79.36776,Madhya Pradesh / Maharashtra,0,0.0602,0.1695,0.1501,0.3574,0.2981,0.1844,2.4958,1.6165,0.8341,0.4084721015328048,286.83,5.37,273.58,-0.998,0.0625,15.62,2.0,1.5,Sandstone Sedimentary,21_79,train,33.85,0.2297,1591.9
MN_BG_0040,15.35535,76.73332,Karnataka,0,0.105,0.1024,0.2441,0.3015,0.2156,0.1326,2.3249,1.6261,0.7152,0.10520508576780464,312.72,2.89,203.03,-0.3912,-0.9203,10.8,22.04,1.5,Deccan Basalt Trap,15_76,test,35.52,0.1617,1340.0
MN_BG_0041,21.05223,85.89344,Odisha,0,0.0899,0.107,0.2045,0.355,0.2644,0.1718,2.274,1.5388,0.7447,0.2689896890264718,255.07,3.19,130.71,0.758,-0.6522,12.2,5.28,34.45,Alluvial Quaternary Plains,21_85,test,35.54,0.1916,1769.6
MN_BG_0042,19.19635,82.93766,Odisha,0,0.0692,0.1197,0.1593,0.2629,0.1999,0.1408,2.3027,1.4198,0.7604,0.24538075466424766,461.85,0.2,353.66,-0.1105,0.9939,11.24,2.0,4.06,Schist Gneiss Complex,19_82,train,34.17,0.1963,1804.1
MN_BG_0043,15.83687,76.65122,Karnataka,0,0.0755,0.1137,0.2202,0.4338,0.2379,0.1886,2.918,1.2617,0.5486,0.32660500519112357,373.97,2.91,67.34,0.9228,0.3853,5.45,8.5,2.22,Sandstone Sedimentary,15_76,test,33.86,0.2066,1366.1
MN_BG_0044,20.7646,83.74111,Odisha,0,0.0949,0.1123,0.1977,0.3425,0.1673,0.1604,2.0842,1.0428,0.4883,0.26804837458649655,127.56,3.39,245.34,-0.9088,-0.4172,11.54,17.14,7.24,Schist Gneiss Complex,20_83,test,36.99,0.1905,1638.7
MN_BG_0045,20.99888,80.181,Madhya Pradesh / Maharashtra,0,0.1163,0.1145,0.148,0.3905,0.2404,0.221,1.2724,1.0878,0.6158,0.45032414053084396,320.38,3.96,72.59,0.9542,0.2993,7.23,20.22,8.75,Deccan Basalt Trap,20_80,train,32.03,0.2217,1452.8
MN_BG_0046,21.37413,80.51756,Madhya Pradesh / Maharashtra,0,0.0835,0.1653,0.1927,0.3067,0.2248,0.1562,2.3064,1.4393,0.7329,0.22827347161899952,261.28,5.26,83.6,0.9938,0.1115,15.21,27.58,3.87,Deccan Basalt Trap,21_80,validation,34.63,0.1886,1670.3
MN_BG_0047,14.66513,75.19845,Karnataka,0,0.1038,0.1555,0.16,0.4221,0.2294,0.209,1.541,1.0975,0.5434,0.4502655037527852,364.53,8.23,280.29,-0.9839,0.1786,7.09,15.02,5.45,Deccan Basalt Trap,14_75,train,31.01,0.2135,1167.3
MN_BG_0048,18.63225,84.80687,Odisha,0,0.0827,0.1366,0.2125,0.3355,0.2356,0.1784,2.5683,1.3208,0.7021,0.22445214516031906,251.72,9.44,4.39,0.0766,0.9971,6.61,10.95,6.67,Deccan Basalt Trap,18_84,train,34.57,0.1855,1628.0
MN_BG_0049,22.25352,79.8418,Madhya Pradesh / Maharashtra,0,0.0841,0.137,0.2537,0.2553,0.2421,0.1807,3.0181,1.3396,0.9483,0.003143412291920931,271.74,5.34,313.96,-0.7198,0.6942,8.94,14.31,20.46,Schist Gneiss Complex,22_79,train,37.85,0.0912,1604.1
MN_BG_0050,13.91186,75.92887,Karnataka,0,0.0964,0.1339,0.2284,0.4349,0.2896,0.1741,2.3689,1.6633,0.6658,0.31132170764102574,355.32,12.82,143.64,0.5928,-0.8053,10.6,2.0,3.27,Schist Gneiss Complex,13_75,train,33.68,0.1906,1354.2
MN_BG_0051,18.21945,83.93405,Odisha,0,0.0839,0.143,0.2504,0.2997,0.2086,0.2085,2.9846,1.0003,0.696,0.0896199061626865,154.75,4.42,162.88,0.2944,-0.9557,7.52,8.28,4.34,Schist Gneiss Complex,18_83,validation,37.58,0.1705,1682.9
MN_BG_0052,19.72205,84.99653,Odisha,0,0.0979,0.101,0.2196,0.2609,0.2945,0.1378,2.2425,2.1369,1.1288,0.08595195431435113,265.45,2.8,358.87,-0.0196,0.9998,7.84,8.37,7.24,Alluvial Quaternary Plains,19_84,test,37.51,0.1258,1762.6
MN_BG_0053,14.44334,75.6047,Karnataka,0,0.0975,0.1302,0.2404,0.3551,0.2012,0.2057,2.4655,0.978,0.5665,0.19261092760549522,508.69,11.05,173.19,0.1185,-0.9929,14.87,2.0,3.26,Sandstone Sedimentary,14_75,train,34.02,0.1534,1320.9
